row_id,trigger,target,specification
2018,surprise visits,informing the host,prefer to inform in advance
2019,someone sneezes,what to say,say a blessing or similar phrase
2020,receiving a service,showing appreciation,tip appropriately
2021,attending social gatherings,arrival time,arrive on time or within 30 minutes
2022,being invited to someone's home,timeliness of arrival,arrive on time to show respect
2023,,,
2024,hosting a meal,offering food,offer ample food and encourage guests to eat more
2025,dining with others,when to start eating,wait for the host or others to be served
2026,expecting a gift,asking about the gift,directly inquire if there is a gift
2027,asking about gifts,how to inquire,ask openly if they brought a gift
2028,finishing a meal,amount of food left,leave a small portion uneaten
2029,frequent social visits,behavior during visits,enjoy and engage in conversations
2030,social visits and conversations,frequency of engagement,engage frequently
2031,before serving food,guest's dietary restrictions,inquire about and respect them
2032,giving a gift,choice of gift,ensure it aligns with beliefs
2033,entering a home,shoe placement,remove shoes and point towards the door
2034,attending a dinner in nepal,bringing something,always inquire if necessary
2035,discussing opinions and feelings,how to express personal views,openly share your opinions and feelings
2036,after meals,expressing gratitude,say thank you or show appreciation
2037,serving food to guests,how to eat the food,offer choice of cutlery or hands
2038,receiving a gift,when to open the gift,do not open in the giver's presence
2039,arriving at casual gatherings,punctuality,arrive 10-15 minutes late is okay
2040,receiving an invitation,response to the invitation,respond politely even if unable to attend
2041,asking personal questions,type of questions,avoid asking about personal matters
2042,asking personal questions,type of questions,avoid asking about personal details
2043,arriving at social gatherings,timing of arrival,arrive on time or notify in advance
2044,hosting guests,what to offer,offer the best of what you have
2045,hosting guests,offering and meeting needs,offer the best and anticipate needs
2046,hosting guests,offering and anticipating needs,offer the best and anticipate needs
2047,being offered food or drink,acceptance of offers,politely accept the offer
2048,after the meal,helping to clear the table or wipe dishes,offer to help to show gratitude
2049,during a meal,second portion,initially refuse then accept later
2050,receiving an offer,initial response,refuse politely at first
2051,being offered something,initial response,"politely refuse first, accept after multiple offers"
2052,receiving an offer,initial response,initially decline out of modesty
2053,handling others' items,respect for property,handle items properly and respectfully
2054,informal settings,personal space and cleanliness,maintain cleanliness and respect personal space
2055,entering a home,footwear placement,leave footwear as found
2056,visiting someone's house,how to visit,do not show up unannounced unless close
2057,before attending a gathering,asking about contributions,ask the host if you should bring something
2058,receiving a gift,when to open the gift,open immediately to show appreciation
2059,starting a meal,who begins eating,wait for the eldest person
2060,starting a meal in a group,who begins eating,allow the eldest to start
2061,wrapping a gift,color choice,use colors symbolizing positivity and luck
2062,receiving a gift,when to open the gift,open immediately to show appreciation
2063,seeing an elder in public,offering a seat,offer seat as a sign of respect
2064,arriving at social events,timing of arrival,arrive on time or slightly late
2065,social events,arrival time,arrive later than designated time
2066,social events,arrival time,arrive later than scheduled
2067,arriving at social events,timing of arrival,arrive later than the designated time
2068,before attending a gathering,bringing a contribution,ask the host if appropriate
2069,arriving at a meal,bringing additional items,do not bring extra items
2070,feeling unwell,wearing a mask,wear a mask to protect others
2071,receiving a gift,how to open and respond,eagerly open and express gratitude
2072,wrapping a gift,choice of colors,avoid colors associated with mourning or death
2073,,,
2074,visiting someone,duration of visit,extend visit without asking
2075,being offered food,how to accept the offer,accept with some restraint initially
2076,meeting or social gathering,arrival time,arrive at or slightly before the agreed time
2077,appointment time,punctuality,be on time or inform if delayed
2078,during meals,drinking alcohol,drink alcohol at a leisurely pace
2079,giving a gift,quality of the gift,ensure gifts are of highest quality
2080,visiting someone's home,bringing a gift,bring a small gift as a sign of respect
2081,professional debates,challenging senior colleagues,avoid openly critiquing elders
2082,,,
2083,bringing guests to a meal,number of guests,bring additional guests unless told not to
2084,offering a gift,how to hold the gift,use right hand with left support
2085,offering a gift,how to hold the gift,use the right hand and support with the left elbow
2086,social gatherings,arrival time,arrive without strict adherence to start time
2087,casual setting,placing feet on furniture,consider the situation before doing so
2088,social and casual gatherings,resting feet on furniture,consider the context and host's preferences
2089,social interactions,resting feet,avoid resting feet on furniture
2090,sitting down to a meal,when to start eating,wait for a prayer of thanks
2091,social settings,approach to schedules,be relaxed about timing
2092,being offered more food,response to the offer,politely decline based on preference
2093,during a meal,sharing food,share or pick off each other's plate
2094,during meals,hand and elbow position,keep hands visible above the table and avoid resting elbows
2095,being offered more servings,how to respond,politely decline more than once
2096,finishing a meal,expressing opinions about taste,avoid being fully honest
2097,receiving a gift,when to open the gift,open immediately to show appreciation
2098,being late for a social visit,inform the host,notify the host if late
2099,sharing possessions and space,privacy,do not demand privacy
2100,being with family or close friends,sharing possessions and space,share openly
2101,giving a gift,presentation and gratitude,pay attention to wrapping and show gratitude
2102,receiving an offer from the host,how to respond,consider the offer but decline if not interested
2103,during conversations,expressing thoughts,express thoughts while maintaining decorum
2104,before starting the meal,when to begin eating,wait and observe for prayer
2105,starting a meal,when to begin eating,wait for a prayer of thanks
2106,before starting to eat,expressing gratitude,say thank you for the meal
2107,attending social functions,bringing guests,it is okay to bring uninvited guests
2108,attending a social event,bringing friends,bring additional friends if appropriate
2109,attending social functions,bringing guests,bring uninvited guests
2110,giving a gift,type of gift,avoid giving wine unless sure of preferences
2111,discussions with elders,how to behave,defer to their opinions and wait for input
2112,interacting with older people,showing respect,defer to their opinions and wait for their input
2113,arranging a visit,method of communication,call or text ahead of time
2114,receiving a gift,how to respond,return a similar gift at an appropriate time
2115,during a meal,how to drink alcohol,drink slowly at the same pace
2116,being served,how to wait,form an orderly queue
2117,starting a meal,who begins eating,allow the eldest to start
2118,before starting the meal,when to begin eating,wait for the host to say
2119,visiting someone's home for the first time,offering hospitality,offer a small gift or water
2120,giving or receiving items,how to handle items,use both hands
2121,during meals,behavior towards others,show informality and warmth while respecting
2122,interacting with guest,offering invitation,offer multiple times to show hospitality
2123,someone of higher status enters,behavior when they arrive,stand up to show respect
2124,after a meal,who starts clean-up,wait for the host to initiate
2125,being offered food,how much to eat,expect to be offered more than you can eat
2126,during a meal,sharing food,share or pick off each other's plate
2127,being offered more servings,how to respond,politely decline more than once
2128,visiting friends or family,frequency of visits,visit regularly without prior notice
2129,visiting someone's home or social occasion,what to bring,bring a small gift
2130,meeting at a restaurant or formal gathering,timing of arrival,be punctual
2131,appointments and meetings,punctuality,be always on time
2132,after a meal,taking a second serving,prefer to decline a large portion
2133,a senior person enters the room,how to greet,stand up to greet
2134,being offered tea or coffee,how to respond,accept the drink graciously
2135,visiting a friend's home unannounced,bringing a gift,consider giving a heads-up
2136,accepting a gift,when to open the gift,do not open immediately
2137,,,
2138,addressing the eldest in household,how to speak politely,always use respectful language
2139,after having a meal,how to behave,stay and socialize or leave
2140,,,
2141,receiving a gift,when to open the gift,consider timing and setting according to traditions
2142,presenting a gift,how to present the gift,use both hands
2143,interacting at social events,acknowledging health actions and bidding farewell,acknowledge health actions and say goodbye to each person
2144,visiting someone's home,bringing a gift,bring a small gift as courtesy
2145,attending appointments,punctuality,arrive on time
2146,leaving social gatherings,when to leave,leave abruptly after expressing regards
2147,social gatherings,arrival time,arrive up to 30 minutes late
2148,social gatherings,arrival time,arrive up to 30 minutes late
2149,during a meal in mexico,guest's behavior,finish everything on the plate
2150,after meals,social interactions,engage in extended conversations
2151,visiting someone's house,arrival time,arrive on time or notify if late
2152,social gatherings,behavior towards elders,exercise restraint and show deference
2153,being invited to someone's home,responding to the invitation,offer an invitation in return
2154,offering food before eating,behavior during meal,offer food to others first
2155,visiting and chatting,frequency of social interaction,spend time visiting and chatting frequently
2156,arriving at a social event,seating behavior,wait to be assigned a seat
2157,sitting down to a meal,when to start eating,wait until everyone is served
2158,dividing bills,how to split costs,split equally among couples
2159,paying for meals,how to split bills,"split equally in couples, pay individually in groups"
2160,early in friendship,inviting friends home,showcase hospitality and community
2161,during a meal,how to communicate fullness,always express when full
2162,dressing respectfully,clothing coverage,"cover legs, arms, and shoulders"
2163,casual visits and conversations,frequency of inviting friends,it is okay to invite frequently
2164,inviting friends over,frequency of invitations,frequently invite friends for coffee
2165,inviting others for coffee,frequency of invitations,invite frequently as a gesture of friendship
2166,attending a gathering,behavior towards company,make an effort to engage and animate
2167,being a guest,complimenting host,always make an effort to compliment
2168,arranging a visit,informing the host,always notify about additional guests
2169,during a meal,behavior towards food,enjoy the food and share if late
2170,,,
2171,sitting down to a meal,when to start eating,ensure everyone has been served
2172,attending a communal event,contributing to the event,bring a dish unless asked not to
2173,inviting friends over,frequency of invitations,invite friends frequently for coffee and chats
2174,social activities and conversations,personal space and belongings,respect others' personal space and belongings
2175,giving a gift of wine,when to give wine,avoid giving wine unless familiar with preferences
2176,being a guest in myanmar,commenting on host's efforts,make positive comments about the host
2177,entering someone's home,removing shoes,remove shoes before entering
2178,arriving at a meal,comments on host's efforts,make polite comments to show appreciation
2179,entering a home,removing shoes,remove shoes and place neatly or on rack
2180,receiving items,how to hold the items,use both hands together
2181,attending gender-specific gatherings,behavior towards social spaces,respect the separate social spaces
2182,arriving at social gatherings,punctuality,it is okay to arrive later
2183,hosting a meal,food options,provide various vegetarian options
2184,exploring cuisines,behavior during food selection,enjoy a variety of cuisines
2185,,,
2186,receiving a gift,when to open the gift,put aside and not open in presence of giver
2187,gift giving and receiving,behavior during the exchange,maintain respect while showing excitement
2188,after a meal,how to show gratitude,offer to take the host out
2189,entering someone's home,shoe removal,always ask if shoes should be removed
2190,visiting friends and family,notice before visiting,it is okay to visit spontaneously
2191,sharing a meal,offering food,offer a portion to others
2192,social gatherings,greeting and farewell,greet and bid farewell to each person
2193,,,
2194,after the meal,thanking the host,thank the host directly
2195,attending social gatherings in russia,dress code,dress casually for comfort
2196,visiting someone,arrival time,arrive at the designated time
2197,social interactions,checking the time,avoid checking the time during the event
2198,entering a place of worship,head coverings,remove head coverings
2199,social gatherings,checking the time,may or may not convey impatience
2200,using public spaces,behavior in public spaces,keep clean and follow regulations
2201,during a visit,non-verbal cues,be observant of non-verbal cues
2202,before eating,hand hygiene,wash hands thoroughly
2203,attending a gathering,bringing something to contribute,ask the host if needed
2204,being complimented,response to compliment,respond with a respectful compliment
2205,after receiving service,whether to give a tip,offer a tip as appreciation
2206,paying for services,tip amount,tip between 15-20% of the bill
2207,interacting with higher social status,how to show deference,avoid direct eye contact and use formal titles
2208,hosting guests,meal preparation,prepare a variety of dishes and encourage tasting
2209,arriving late,calling ahead,call if more than 10 minutes late
2210,after a meal,helping with preparation and cleanup,offer to help the host
2211,after finishing the meal,how to assist,offer to help clean up
2212,entering a place of worship,wearing leather garments,remove leather garments before entering
2213,entering a place of worship,wearing leather garments,remove leather garments before entering
2214,meeting elders,greeting behavior,always greet properly
2215,serving at a meal,who to serve first,serve the eldest person first
2216,receiving an invitation,who is included,assume it includes immediate family
2217,entering someone's home,home's cleanliness and decor,compliment the cleanliness and decor
2218,being served at a meal,who serves the food,wait for the host to serve
2219,being offered food in a group setting,whether to accept or refuse,refuse if you are full
2220,serving guests,offering food,offer an additional portion
2221,offering and receiving gifts,how to handle the gift,offer and receive with both hands
2222,first helping at a meal,portion size,take a small portion
2223,offering and receiving gifts,how to handle the gift,use both hands to show respect
2224,asking about well-being,what to inquire about,ask about their well-being and family
2225,social situations,behavior towards elders,show deference to older individuals
2226,finishing a meal,how to position utensils,place fork and knife parallel on the plate
2227,arriving at a gathering,help with preparations,immediately offer to help
2228,visiting friends and family,when to visit,visit unannounced to strengthen relationships
2229,entering someone's home,shoe removal,remove shoes before entering
2230,being offered food,how to respond,accept multiple times politely
2231,being offered food by the host,acceptance of food,accept multiple times politely
2232,at a meal,order of eating,eldest male guest begins first
2233,receiving a gift,when to open the gift,open immediately to show appreciation
2234,presenting a gift,choice of gift,consider recipient's norms and traditions
2235,receiving a gift,when to open the gift,open immediately upon receiving
2236,arriving at social events,timeliness,arrive on time
2237,before and after a meal,hand hygiene,wash hands thoroughly
2238,attending social gatherings,punctuality,expect everyone to be on time
2239,public spaces,greeting style,greet casually as a sign of respect
2240,passing people in public spaces,greeting behavior,greet as a sign of respect
2241,starting a meal,who begins eating,wait for the eldest to be served
2242,sharing a special beverage,the purpose of sharing,signify friendship and camaraderie
2243,departing from social gathering,how to say goodbye,embrace everyone before leaving
2244,during a meal,sharing food,offer to share with anyone not eating
2245,crossing the road,when lights are red,do not cross on red lights
2246,networking events,hand hygiene,wash hands regularly and avoid touching others with dirty hands
2247,visiting someone's home,notice before visiting,give advanced notice unless close
2248,giving or receiving a gift,how to hold the gift,use both hands or just the right hand
2249,receiving an invitation,response to the invitation,accept or politely decline
2250,appropriate occasion,returning a gift,return a gift of similar value
2251,passing through a conversation or group,behavior when needing to pass,excuse oneself politely
2252,listening to others speak,how to listen,listen attentively and avoid interrupting
2253,public places or transport,offering seat,offer your seat to pregnant or elderly
2254,significant birthdays,type of gift,give something gold
2255,being served food,how to enjoy the food,moderately enjoy without over-indulging
2256,,,
2257,receiving a gift,how to open the gift,open gifts in front of the giver
2258,opening gifts,when to open the gift,open gifts in front of the giver
2259,arriving at social events,timing of arrival,arrive within 30 minutes of start
2260,seeing an elder in public,offering a seat,offer your seat to the elder
2261,public spaces,offering seat,always offer to elders
2262,offering a seat in public transport,who to defer to,always defer to elders
2263,,,
2264,visiting someone unexpectedly,host's expectations,consider the host's preference for notice
2265,,,
2266,giving or receiving items,how to handle items,use both hands as a sign of respect
2267,at a meal,when to drink alcohol,wait for a toast
2268,planning a visit,notifying the host,notify in advance to allow preparation
2269,offering a gift,how to hold the gift,use the right hand and support with the left elbow
2270,at a social gathering,offering a toast or speech,express goodwill politely
2271,social gatherings,notice before arriving,arrive without prior notice if close
2272,passing through a conversation,behavior during passage,excuse oneself politely
2273,passing through a conversation or group,behavior when needing to pass,excuse oneself politely
2274,passing through a conversation,behavior during passage,excuse oneself politely
2275,planning a visit,informing the host,give advance notice of your visit
2276,sitting in social settings,how to sit,sit casually but avoid pointing feet towards others
2277,offering food options,how to respond,respect the variety of food choices
2278,visiting someone's house,how to plan the visit,arrange a visit beforehand and avoid overstaying
2279,receiving offers,response to offers,accept the generous offers
2280,finishing a meal,how to handle leftover food,finish your meal completely
2281,visiting someone's home,pre-visit preparations,make arrangements before visiting and inquire about removing shoes
2282,,,
2283,visiting someone's home,what to bring,bring a small gift
2284,entering someone's house,shoe removal,remove shoes before entering
2285,visiting someone's home,timing of visit,avoid during significant life events
2286,visiting someone's home,bringing a gift,bring a small gift as appreciation
2287,after a meal,expressing appreciation,say thank you regardless of taste
2288,entering a home,shoe-wearing behavior,remove shoes before entering
2289,finishing a meal,how to position utensils,place fork and knife parallel on the plate
2290,during a meal,how to use napkin,place napkin on your lap
2291,during meals,hand position,keep hands above the table
2292,visiting someone's house,type of gift,bring unique and uncommon gifts
2293,visiting someone's house,type of gifts,present gifts reflecting recipient's taste
2294,visiting someone's home,acknowledging duplicate gifts,acknowledge and appreciate duplicate gifts
2295,meeting the host,compliments about the home,offer sincere compliments
2296,being invited for a meal at someone's house,arrival time,arrive approximately 15 to 20 minutes late
2297,after a meal at someone's home,when to clear the table,start clearing while others are still seated
2298,attending a gathering,bringing additional guests,do not bring uninvited guests
2299,participating in toasts,how to show respect,participate properly and appreciate the beverages
2300,accepting hospitality,contributing food or drinks,do not feel obliged to contribute
2301,next meeting,expressing thanks,verbally thank for hospitality
2302,,,
2303,visiting someone's home in afghanistan,interacting with household pets,engage in some form of interaction
2304,informal dining setting,type of customs used,use lesser-known customs if guests are open
2305,,,
2306,finishing a meal,how to handle leftover food,do not leave food on plate
2307,social conversations,discussing personal matters,avoid addressing sensitive personal issues
2308,,,
2309,interacting with the elderly,behavior towards elderly,treat with utmost respect
2310,being invited to someone's home,what to bring,bring a gift as appreciation
2311,declining a gift,what to do with the gift,offer it to another household member
2312,gift initially declined,what to do next,offer it to another household member
2313,initially declining a gift,what to do next,offer it to another household member
2314,being offered hospitality,how to respond,accept graciously and politely
2315,being invited to a gathering at a friend's house,where to sit,choose a comfortable seat
2316,being invited for a meal,seating arrangement,adapt a moderately informal setup
2317,during meal preparation or cleanup,offering assistance,offer help as a sign of respect
2318,sitting at the table,serving and eating,allow eldest to be served first and wait for them to start
2319,being offered something,initial response,decline politely at first
2320,being offered something,initial response,politely decline initially
2321,initially offered a gift,response to the offer,decline initially and accept after multiple offers
2322,yawning in public,how to behave,cover your mouth
2323,at a meal,who starts eating first,allow elders to begin eating
2324,visiting someone's house,greeting all people,greet everyone based on relationship
2325,planning to bring additional guests,inform the host,notify the host beforehand
2326,hosting guests,offering food or belongings,offer generously and insist politely
2327,dining at social events,behavior during the meal,exercise restraint and respect hierarchy
2328,being invited to an event,arrival time,arrive at the designated time
2329,choosing a gift,consideration of religious beliefs,ensure the gift is appropriate and respectful
2330,during meals,behavior with utensils,follow the host's lead
2331,sitting down to a meal,when to start eating,wait for everyone to be served and for the host to start
2332,during meals,discussing controversial topics,avoid discussing controversial topics
2333,going out in public,clothing appearance,dress neatly and avoid dirty clothes
2334,social events,arrival time,arrive later than scheduled
2335,social events,arrival time,arrive later than designated time
2336,during a meal in papua new guinea,accepting or declining food,do not consider it rude to decide based on hunger
2337,offered a refreshment,acceptance of refreshment,accept as a gesture of friendship
2338,hosting guests,what to offer,offer anything within your means
2339,during a meal,how to respond to food offers,decline or accept based on appetite
2340,starting a meal,who begins eating first,wait for the eldest person
2341,giving a gift,how to present the gift,use both hands
2342,choosing a gift,type of gift,reflect the recipient's interests
2343,paying for a meal,how to split the bill,split bills equally
2344,social interactions,behavior towards others,treat everyone equally regardless of gender
2345,,,
2346,before arriving at a gathering,informing the host,call your host in advance
2347,pointing soles of feet,towards another person,never do it
2348,serving dishes,how to show appreciation,try and taste every dish
2349,during a visit,accepting refreshments,accept offered refreshments politely
2350,attending a meal at someone's house,arrival time,arrive about 15 to 20 minutes late
2351,sitting down to a meal,when to start eating,wait for the host to signal
2352,giving flowers as a gift,number of flowers in bouquet,ensure the bouquet has an odd number of flowers
2353,public interactions,how to engage,leverage personal connections and social status
2354,public settings,hygiene practices,practice and exhibit basic hygiene
2355,being invited to a meal,arrival time,arrive 15 to 20 minutes late
2356,after a meal,offering help with cleaning,offer help politely but do not insist
2357,during a meal in spain,when to start eating,wait until the host indicates
2358,attending a hosted event,bringing food,do not bring your own food
2359,sharing a meal,offering food to others,offer the best portion to others
2360,receiving a gift,how to respond,open it immediately and show appreciation
2361,visiting someone's home,making arrangements,make arrangements in advance
2362,visiting someone's home,making arrangements,make arrangements in advance
2363,entering someone's home,shoe removal,offer to remove shoes
2364,starting a conversation,using someone's first name,wait to be invited
2365,yawning,how to cover mouth,cover your mouth
2366,yawning,how to cover mouth,cover your mouth
2367,visiting someone's home for the first time,type of gift to bring,bring a modest gift
2368,elders entering casual setting,greeting behavior,do not stand or greet formally
2369,leaving a social gathering in iraq,how to say goodbye,announce departure and say individual goodbyes
2370,wanting more food or drink,how to request more,directly ask for more
2371,starting a meal,who begins eating first,wait for the eldest person
2372,during a meal,sharing food,it is okay to share or pick off each other's plate
2373,gift giving and behavior,showing deference,respect age and status
2374,entering a home,shoe-wearing behavior,remove outdoor shoes
2375,entering a home,shoe-wearing behavior,remove shoes to maintain cleanliness
2376,entering a home in vietnam,shoe placement,remove shoes and place neatly or pointing towards the door
2377,,,
2378,interacting with others,sensory preferences,show understanding towards smells
2379,social settings,touching others,hope social hierarchy and avoid touching heads
2380,giving a gift,type of gift,avoid gifts symbolizing negative intentions
2381,concluding a meal,thanking those involved,offer thanks to cooks and servers
2382,after a meal is served,expressing gratitude,verbally thank those who cooked and served
2383,visiting friends,notice before visiting,it is okay to visit without prior notice
2384,receiving an invitation,response to the invitation,accept politely to show interest
2385,receiving an invitation to someone's home,response to the invitation,accept politely to build relationships
2386,interacting with elders,way of addressing,use formal pronouns
2387,"seeing an elderly person, pregnant woman, or woman with a small child",offering a seat,offer your seat if available
2388,seeing an elderly person or pregnant woman,offering a seat,offer your seat if they do not have one
2389,asking about personal finances,what to inquire about,avoid asking about private matters
2390,entering a home,shoe removal,offer to remove shoes
2391,being served at a formal meal,how to respond to the food,try a bit of everything
2392,serving dishes at a meal,how to try dishes,try a little of every dish
2393,finishing a meal,how much food to leave,leave a small amount of food
2394,sitting down to a meal,when to start eating,wait for everyone to be served and for the host to start
2395,sitting down to a meal,when to start eating,wait until everyone is served
2396,during meals,behavior to follow,observe and follow the host's lead
2397,visiting someone,how to plan visits,arrange visits in advance
2398,receiving a gift,how to respond,acknowledge the gift politely
2399,out with a group,buying drinks,buy a round for everyone
2400,after the meal,duration of social gathering,prolong the gathering to enjoy conversations
2401,during meals,sharing food,share food as a sign of community
2402,someone arrives during mealtime,inviting to join,invite them to join the meal
2403,,,
2404,attending social events,arrival time,arrive exactly on time
2405,gatherings,dress code,dress casually unless specified
2406,during and after a meal,engaging in conversation,participate in conversation throughout
2407,being offered food by the host,declining the food,do not decline the offered food
2408,being served at a meal,when to taste refreshments,wait for host to indicate
2409,complimenting possessions,how to give compliments,be cautious to avoid insincerity
2410,entering a room with elderly people,how to show respect,acknowledge their presence and stand up
2411,significant personal milestones,behavior towards celebrations,give attention and gifts
2412,visiting someone's home,behavior towards the house,bring a small gift and do not ask to see the full house without invitation
2413,social gatherings,mingle with genders,interact with both genders
2414,visiting someone's home,bringing gifts and removing shoes,show respect and goodwill
2415,visiting someone's home,bringing a gift,bring a gift to show respect
2416,entering someone's home,shoe-wearing behavior,keep shoes on unless told to remove
2417,finishing a meal,how much food to leave,leave a little food on the plate
2418,a person of high social position arrives,how to behave,sit as a sign of respect
2419,entering someone's home,shoe removal,offer to remove shoes
2420,receiving a gift,when to open the gift,open immediately to show appreciation
2421,being served,queue behavior,form an orderly queue and wait
2422,choosing a gift,type of gift,"select sentimental, thoughtful, or practical gifts"
2423,greeting an older relative,how to greet,stand up in social settings
2424,interacting with elders,how to speak,speak softly and show deference
2425,visiting hosts,behavior adjustment,accommodate diverse backgrounds
2426,arriving at social gatherings,timing of arrival,arrive 15-30 minutes late is acceptable
2427,,,
2428,eating,serving food,use a communal dish and share
2429,giving flowers as a gift,number of flowers,choose an odd number but not 13
2430,giving flowers as a gift,number of flowers,ensure they are in odd numbers but not 13
2431,during social interactions,physical posture,maintain a posture that respects social hierarchies
2432,approaching someone of higher rank,body language,lower your head as a sign of respect
2433,approaching someone of higher rank,head position,keep your head lower than theirs
2434,being offered something by the host,how to respond,try to accept politely
2435,wrapping a gift,type of wrapping paper,avoid using white wrapping paper
2436,interacting with older individuals,behavior towards elders,wait for their input and lower gaze
2437,disposing of materials,waste management,recycle or reuse materials whenever possible
2438,attending a celebration,bringing additional guests,bring others only if host allows
2439,being offered something by the host,how to respond,try to accept politely
2440,public spaces,littering behavior,avoid littering and keep clean
2441,receiving a gift in hungary,how to respond,express appreciation and discuss intended use
2442,receiving a gift,when to open the gift,open it in the giver's presence
2443,during a meal,declining food,politely decline if not hungry
2444,being offered more food,whether to accept or decline,decline if not hungry
2445,offered more food,how to respond,decline if not hungry
2446,conversing with others,asking personal questions,avoid asking direct personal questions
2447,starting a meal,order of eating,allow the eldest to eat first
2448,passing or receiving items,which hand to use,use right hand or both hands
2449,leaving someone's home,duration of stay,avoid overstaying your welcome
2450,paying for a service,tipping amount,tip between 15-20%
2451,during toasts,participation in toast,attentively participate and clink glasses
2452,toasting,eye contact with participants,make eye contact respectfully
2453,attending professional or social engagements,punctuality,be on time to show respect
2454,,,
2455,arriving at social gatherings,punctuality,arrive about half an hour late unless it's a business or high-status event
2456,giving a gift,type of gift,"choose sentimental, thoughtful, or practical gifts"
2457,social gatherings,arrival time,arrive about half an hour late
2458,attending a gathering,bringing additional friends,do so without prior notice
2459,giving gifts,choice of colors and items,consider the symbolism and appropriateness
2460,accepting a dinner invitation,bringing additional friends,inform the host beforehand
2461,passing objects,which hand to use,use right hand or both hands
2462,passing objects,which hand to use,use right hand or both hands
2463,passing objects,which hand to use,use right hand or both hands
2464,receiving a gift,how to handle the gift,do not open it immediately
2465,receiving an invitation,when to accept,accept invitations as a gesture of inclusion
2466,ceremonies in sacred spaces,taking photographs,refrain from capturing photographs
2467,starting to eat,who begins first,wait for the eldest person to start
2468,seeing an empty glass,refilling the glass,offer to refill the glass
2469,starting a meal in greece,when to serve oneself,wait for the host's signal
2470,sitting at the table,when to start eating,wait for the eldest person to begin
2471,sitting at the table,who starts eating first,wait for the eldest person
2472,meeting someone new,complimenting possessions,avoid overly complimenting possessions
2473,being offered food or drinks,when to accept,wait for a second offer
2474,complimenting someone's child,when to compliment,do not compliment unless comfort is expressed
2475,at the table,how to assist others,offer to refill drinks or pass dishes
2476,receiving a gift,how to accept the gift,accept with gratitude and express joy
2477,being offered refreshments,acceptance of refreshments,politely accept the offer
2478,finishing a meal,placement of utensils,place utensils side by side on the plate
2479,finishing a meal,placement of utensils,place utensils side by side on the plate
2480,mealtime in ethiopia,how to eat,finish all the food on your plate
2481,during gatherings,giving a toast or speech,give a sincere toast or speech
2482,giving a toast or speech,how to speak,speak sincerely and genuinely
2483,being offered more food,response to offers,politely decline more than once
2484,yawning or sneezing,how to cover mouth,cover mouth when yawning or sneezing
2485,not feeling well,wearing a face mask,wear a face mask to prevent spreading illness
2486,receiving a gift,when to open the gift,open immediately to show appreciation
2487,before the meal starts,when to begin eating,wait for a prayer of thanks
2488,receiving a gift,how to respond,give effusive praise and mention usage
2489,leaving a gathering,saying goodbye,take the time to say goodbye properly
2490,hosting guests,offering tea,offer tea as hospitality
2491,guest arrival,offering tea,offer tea as hospitality
2492,planned occasion,arrival time,arrive slightly early to help
2493,after the meal,thanking the host,personally thank the host directly
2494,after the meal,thanking the host,personally thank the host directly
2495,after the meal,thanking the host,personally thank the host directly
2496,,,
2497,,,
2498,visiting someone's home,type of gift,bring a high-quality bottle of wine
2499,visiting someone's home,asking for a tour,avoid asking unless offered
2500,being offered food,initial response,refuse politely but be prepared to accept
2501,entering someone's home,shoe-wearing behavior,remove shoes before entering
2502,entering someone's home,shoe-wearing behavior,remove your shoes
2503,entering someone's home,shoe-wearing behavior,remove your shoes
2504,engaging with older people,how to show respect,bow head slightly and speak softly
2505,bringing a gift,type of gift,bring a high-quality bottle of wine
2506,finishing a meal,how much food to eat,finish all the food on the plate
2507,dining,behavior based on age,show respect according to age hierarchy
2508,arriving at social events,timing of arrival,arrive later than the stated time
2509,receiving a gift,initial response,refuse politely at first
2510,being late,informing others,notify in advance if late
2511,being late,inform others,provide prior notice
2512,being late,giving notice,always provide prior notice or reason
2513,concluding speeches,participation in toasts,clink glasses with everyone
2514,during toasts,participation behavior,participate actively and give full attention
2515,finishing a meal,how much food to leave,leave a small portion of food
2516,communal gatherings,behavior towards individuals,show deference based on age or status
2517,giving or receiving a gift,how to handle the gift,use both hands
2518,receiving a gift,how to respond,open and praise enthusiastically in front of giver
2519,being offered food or beverages,how to respond,accept to show appreciation
2520,professional and social situations,being punctual,always be on time
2521,social interactions,being punctual,always aim to be on time
2522,visiting friends or family,notice before visiting,visit without prior notice
2523,receiving a gift in thailand,showing appreciation,openly express gratitude regardless of gift
2524,visiting a home for the first time,greeting with a gift,offer a small gift to the host
2525,dining,seating arrangement,sit in a circle on the floor
2526,using utensils,how to hold utensils,"eat with fork in left hand, spoon in right"
2527,using utensils,hand placement,eat with fork in left and spoon in right
2528,receiving a gift,when to open the gift,open gifts in front of the giver
2529,receiving a gift,when to open the gift,open it in front of the giver
2530,entering someone's home,shoe removal,remove shoes before entering
2531,dining out with others,who pays the bill,offer to pay for everyone
2532,entering a home,shoe removal,remove shoes before entering
2533,during a visit,accepting offers,accept anything offered by the host
2534,during your visit,acceptance of offers,try to accept anything offered by the host
2535,being offered something by a host,acceptance of the offer,"accept politely, especially if repeated"
2536,giving a gift,wrapping and colors,ensure it is beautifully wrapped and avoid negative symbolism
2537,giving gifts,type of gifts,avoid gifts with negative symbolism
2538,receiving a gift,when to open the gift,avoid opening to show respect
2539,meeting someone of opposite gender,initiating handshake or conversation,wait for them to initiate
